case_id,lens_id,display_key,title,owners,inventors,legal_status,opportunity_type,lens_in_catalog,ri_notes
auto_russell_belt_drive_train_vacuum,091-102-437-060-072,WO 1992/014393 A1,VACUUM BELT DRIVE TRAIN,,IDE RUSSELL D,PENDING,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_russell_cavity_drive_progressive_train,199-264-093-966-978,EP 0450056 A1,PROGRESSIVE CAVITY DRIVE TRAIN.,,IDE RUSSELL DOUGLAS,DISCONTINUED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_russell_cavity_drive_progressive_train,156-157-260-675-905,WO 1991/005939 A1,PROGRESSIVE CAVITY DRIVE TRAIN,,IDE RUSSELL D,PENDING,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_russell_dampened_damping_fluid_having_stiffness_support,199-047-686-633-705,WO 1993/022575 A1,FLUID DAMPENED SUPPORT HAVING VARIABLE STIFFNESS AND DAMPING,,IDE RUSSELL D;;ZEIDAN FOUAD Y,PATENTED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_russell_disk_drive_motor_profile,100-560-165-564-770,EP 0520019 A1,LOW-PROFILE DISK DRIVE MOTOR.,,IDE RUSSELL D,DISCONTINUED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_russell_disk_drive_motor_profile,107-494-718-603-576,WO 1991/014308 A1,LOW-PROFILE DISK DRIVE MOTOR,,IDE RUSSELL D,PENDING,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_salk_inst_conditions_conjugates_cytotoxic_pathophysiologic,105-704-276-876-277,WO 1992/004918 A1,TREATMENT OF TUMORIGENIC PATHOPHYSIOLOGICAL CONDITIONS WITH FGF-CYTOTOXIC CONJUGATES,,CALABRESI PAUL;;BEITZ JULIE G;;CLARK JEFFREY W;;FRACKELTON A RAYMOND JR;;LAPPI DOUGLAS A;;BAIRD ANDREW J,PATENTED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samhwa_capacitor_bead_core_electromagnetic_filter_manufacture,087-029-766-147-184,GB 2251732 A,Electromagnetic bead core filter manufacture,,YI HYUNG-JIN,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsonite_corporation_handle_luggage_pull,005-499-158-540-750,EP 0517803 A1,LUGGAGE WITH PULL HANDLE.,SAMSONITE CORPORATION (1996-06-05),CARPENTER LESTER E;;SCHMITT WAYNE I;;SNELL LAURENCE;;BIEBER DAVID,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_active_alkoxy_alpha_biphenyl_carbonylthio_compou,054-164-764-655-518,EP 0483942 A1,Optically-active 4'-(oxycarbonyl-alpha-halogenoalkyl)-4-[carbonylthio(p-alkoxy)phenyl]biphenyl compounds and process for the preparation thereof.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1994-01-26)",CHUN YOUNGJAE;;SUH JUNHA,EXPIRED,therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_anti_charge_coated_coating_dazzling_display_elec,179-064-338-455-235,EP 0450134 A1,"Anti-dazzling and electrostatic charge-preventive transparent coating material, method thereof and video display coated therewith.","SAMSUNG DISPLAY DEVICES CO., LTD. (1995-07-05)",SON CHANGMIN;;JEONG SOOMIN;;KIM HUNSOO,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_anti_deposition_doming_mask_material_shadow,161-082-223-469-181,EP 0492524 A2,Deposition method of anti-doming material of shadow mask.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1995-07-26)",LEE WONBOK,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_antistatic_coating_displaying_glare_manufacturin,152-461-689-719-764,EP 0447603 A2,"Antistatic coating composition, manufacturing process thereof and antistatic and non-glare picture displaying screen utilizing the coating composition.","SAMSUNG DISPLAY DEVICES CO., LTD. (1995-05-31)",SOHN CHANG-MIN;;KIM HEON-SU,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_backed_cathode_color_manufacturing_metal_panel_t,178-569-309-986-018,EP 0395821 A2,Panel of metal backed color cathode ray tube and manufacturing method thereof.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1995-05-31)",SON MYEONG-SIK,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_band_cathode_tension_tube,194-112-762-893-354,EP 0419262 A2,Tension band for a cathode ray tube.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1993-12-29)",LIM HYEONG-SUB;;HWANG YOUNG-MIN,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_cathode_coating_same_tube_using,185-012-739-607-132,EP 0574112 A1,A coating composition and a cathode ray tube using the same.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1994-01-05)",JEONG SU-MIN;;WOO JEONG-HOON;;JANG DONG-SIK;;KIM HEON-SOO,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_cathode_color_electron_tube,186-237-415-136-403,EP 0517351 A1,Electron gun for a color cathode ray tube.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1993-12-29)",OH TAE-SIK,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_cathode_color_mask_shadow_structure_tube,184-158-319-265-418,EP 0488527 A1,Shadow mask structure of a color cathode ray tube.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1993-12-29)",LEE OK-TAEK,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_cathode_dispenser_electron_structure,059-807-364-466-02X,EP 0436360 A2,Dispenser cathode structure for use in electron gun.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1994-01-19)",JANG DONG-GIL,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_cathode_electron_focusing_multistep_tube,016-557-288-063-907,EP 0436401 A2,Multistep focusing electron gun for cathode ray tube.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1993-12-29)",CHO SEOK-RAE,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_cathode_emitting_infrared_tube,153-739-115-495-220,EP 0543671 A2,Far-infrared emitting cathode ray tube.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1994-04-06)",KIM HEON-SOO,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_cathode_tube,116-984-737-432-934,EP 0571206 A1,Cathode ray tube.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1993-12-29)",PARK SEONG-KEUN;;SA JONG-YEOB,DISCONTINUED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_samsung_display_cathode_tube,076-798-538-537-559,EP 0478191 A1,A sealed cathode ray tube.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1993-12-29)",HU-DEUK KIM,EXPIRED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_samsung_display_coated_manufacturing_phosphor_pigment_same,130-385-097-628-981,EP 0491406 A1,Red pigment coated phosphor and method for manufacturing the same.,"SAMSUNG DISPLAY DEVICES CO., LTD. TE HWASEONG, ZUI (1995-07-17);;SAMSUNG DISPLAY DEVICES CO., LTD. (1995-05-31)",CHOI JONG-SIK;;JEONG IL-HYEOK;;PARK MAN-GI,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_color_electron_picture_structure_tubes,158-147-851-820-477,EP 0440234 A2,Electron gun structure for color picture tubes.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1995-07-05)",KIM KYUNGNAM,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_deflection_yoke,047-418-023-704-662,EP 0435602 A2,Deflection yoke.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1993-12-29)",PARK WONSEOK;;CHUNG SUNGBAE;;KANG JAEHO;;CHOI WOONGSEON;;JIN JONGPIL;;SHIN HYUNJEONG;;LEE SUNHAENG;;YANG HYUNSEUNG,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_display_fluorescent_manufacturing_therefor_vacuu,193-430-383-728-794,EP 0537876 A1,Vacuum fluorescent display and manufacturing method therefor.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1993-12-29)",JANG CHEOL-HYEON,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_dynamic_electron_focus,024-148-154-604-846,EP 0386871 A2,Dynamic focus electron gun.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1995-03-15)",CHO SUK-RAE,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_elastic_frame_mask_member_shadow_supporting,053-902-694-724-199,EP 0543525 A1,Elastic supporting member for shadow mask frame.,"SAMSUNG DISPLAY DEVICES CO., LTD. (1995-07-05)",KIM SUNGUG;;HAN YOUCHEOL,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_display_emitterar_infraroed_laongvaogig_monitoranordning,010-766-833-904-031,FI 935141 A0,Monitoranordning som emitterar laongvaogig infraroed,,KIM HEON-SOO,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electron_coated_filter_phosphors,091-790-684-299-779,EP 0391514 B1,FILTER-COATED RED PHOSPHORS,,"KIM, UNG-SOO",EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electron_manufacturing_phosphor,028-605-835-188-186,EP 0433505 B1,MANUFACTURING METHOD FOR RED PHOSPHOR,,"YANG, JUNMO",EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_antistatisk_anvaendning_belaeggningskomposition,181-218-338-576-898,FI 903101 A0,"ANTISTATISK, BELAEGGNINGSKOMPOSITION, FOERFARANDE FOER DESS FRAMSTAELLNING OCH ANTISTATISK, BLAENDFRI BILDRUTEDISPLAY VID BELAEGGNINGSKOMPOSITIONENS ANVAENDNING.",,SOHN CHANG-MIN;;KIM HEON-SU,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_apparatus_backlight_crystal_display_generating_l,132-600-116-041-329,GB 2259176 A,Backlight generating apparatus for a liquid crystal display device,,PARK JONG-HO;;LEE KAE-SEUNG,EXPIRED,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_apparatus_cathode_cleaning_panel_tube,075-700-640-742-722,GB 2237503 A,Cleaning apparatus for cleaning cathode ray tube panel,,LTD SAMSUNG ELECTRON DEVICES C;;YUN DAI-JUNG,EXPIRED,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_apparatus_cathode_coating_graphite_tube,167-269-432-244-657,GB 2242145 B,METHOD AND APPARATUS FOR COATING GRAPHITE ON CATHODE RAY TUBE,,PAEK MYEONG-GI,EXPIRED,digital_therapeutic,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_samsung_electronic_apparatus_cathode_coating_graphite_tube,111-652-466-347-742,GB 2242145 A,Method and apparatus for coating graphite on cathode ray tube,,PAEK MYEONG-GI,EXPIRED,digital_therapeutic,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_samsung_electronic_apparatus_cathode_colour_exposure_screen_tube,002-798-030-164-937,GB 2249661 A,COLOUR CATHODE RAY TUBE SCREEN EXPOSURE APPARATUS.,,KIM HONG-SEON,EXPIRED,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_apparatus_cathode_electron_sealing_tube,139-271-316-231-143,GB 2243019 A,Sealing apparatus for electron gun of cathode ray tube,,PARK MU-BU,DISCONTINUED,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_apparatus_changing_exposing_length_thereof,171-355-561-249-492,GB 2227361 B,Arc length changing apparatus in exposing device and method thereof,,LEE KWANG-SIK;;KIM CHUL-WOO,EXPIRED,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_apparatus_electron_sealing,187-674-529-206-504,GB 2251121 A,Electron gun sealing apparatus,,CHOI DAE-OK,EXPIRED,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_assembly_mask_shadow,013-281-993-161-605,GB 2240659 A,Shadow mask assembly,,KIM CHUL-SOO,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_card_display_function_having_pattern,062-935-875-141-790,GB 2257091 A,CARD HAVING PATTERN DISPLAY FUNCTION.,,KIM SI-HWAN;;LEE NAM-SEOK,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_characteristics_measuring_tube,072-690-413-053-219,GB 2255700 A,SYSTEM FOR MEASURING CATHODE RAY TUBE (CRT) CHARACTERISTICS,,LEE SANG-ROK;;SIM WOO-KYUNG,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_cleaning_colour_panels_portions_sealing,045-910-493-785-77X,GB 2226492 A,Cleaning sealing portions of panels of colour cathode ray tubes,,LIM KI-TAEK,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_cleaning_panel_portion_sealing_tube,142-854-144-507-272,GB 2237503 B,CLEANING DEVICE FOR THE SEALING PORTION OF A PANEL OF A CATHODE RAY TUBE,,LTD SAMSUNG ELECTRON DEVICES C;;YUN DAI-JUNG,EXPIRED,medical_device,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_samsung_electronic_cathode_cleaning_panel_portion_sealing_tube,071-633-399-514-287,GB 2226492 B,CLEANING DEVICE FOR SEALING PORTION OF PANEL OF COLOR CATHODE RAY TUBE,,LIM KI-TAEK,EXPIRED,medical_device,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_samsung_electronic_cathode_clip_coupling_electron_frame_inner_mask,013-438-722-840-668,GB 2251265 A,"Clip for coupling inner shield with frame of electron mask, in cathode ray tube",,LEE JAECHUL,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_coating_phosphor_slurry_tube,118-163-014-787-306,GB 2236428 B,Process for coating phosphor slurry on a cathode ray tube,,LIM SEONG-HA,EXPIRED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_samsung_electronic_cathode_coating_phosphor_slurry_tube,137-845-431-243-921,GB 2236428 A,Process for coating phosphor slurry on a cathode ray tube,,LIM SEONG-HA,EXPIRED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_samsung_electronic_cathode_color_inner_lacking_shield_tube,171-074-181-502-643,EP 0406503 A2,Color cathode ray tube lacking inner shield.,,YONG-DU SIN;;LEE SUK-JAE;;LIM HYEONG-SEOB,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_color_phosphors_same_tubes_using,095-315-553-027-119,EP 0406554 A2,Phosphors and color cathode ray tubes using same.,,KIM MIN-HO;;LIM IK-CHEOL,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_colour_contactor_spring_tube_type,151-186-168-043-13X,GB 2236897 A,Colour cathode ray tube with spring type contactor,,JI SEONG-HUN,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_colour_manufacture_screens_tube,049-213-287-205-625,GB 2227361 A,"""Manufacture of colour cathode ray tube screens""",,LEE KWANG-SIK;;KIM CHUL-WOO,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_colour_manufacturing_phosphor_screens_tu,037-172-618-238-605,GB 2238162 A,Manufacturing phosphor screens for colour cathode ray tubes,,YUN DAL-JUNG,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_colour_mask_shadow_tube,065-321-823-769-431,GB 2226695 B,SHADOW MASK FOR COLOUR CATHODE RAY TUBE,,AN MIN-HO,EXPIRED,platform,false,Deduped patent family (2 of 3 records); review scope and naming.
auto_samsung_electronic_cathode_colour_mask_shadow_tube,056-763-417-872-371,GB 2238423 A,Shadow mask for a cathode-ray tube,,PARK HAE-KYUN,EXPIRED,platform,false,Deduped patent family (2 of 3 records); review scope and naming.
auto_samsung_electronic_cathode_current_measuring_tube,139-985-368-026-381,GB 2228577 B,CURRENT MEASURING DEVICE FOR CATHODE RAY TUBE,,PARK MU-BU,EXPIRED,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_deflection_mounting_tube_yoke,046-424-330-946-818,GB 2250631 A,Mounting a deflection yoke on a cathode ray tube,,KANG JAEHO,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_dispenser,152-124-018-572-055,GB 2226573 A,Dispenser cathode,,SHON KYUNG-CHEON,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_dispenser_electron_manufacturing,016-921-865-867-920,GB 2225158 B,MANUFACTURING METHOD FOR DISPENSER CATHODE OF AN ELECTRON GUN,,JUNG JONG-IN,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_dispenser_impregnated_manufacture_thereo,062-757-442-959-635,GB 2262650 A,IMPREGNATED DISPENSER CATHODE AND MANUFACTURE THEREOF.,,OH SE-HWAN;;PARK KWANG-PYO;;DO HAN-SIN,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_dispenser_manufacturing_pellet_porous,134-207-961-728-955,GB 2226573 B,METHOD OF MANUFACTURING A POROUS PELLET FOR A DISPENSER CATHODE,,SHON KYUNG-CHEON,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_dispenser_manufacturing_therefor,099-056-867-892-975,GB 2226694 B,DISPENSER CATHODE AND MANUFACTURING METHOD THEREFOR,,CHOI JONG-SEO,EXPIRED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_samsung_electronic_cathode_dispenser_manufacturing_therefor,126-299-542-833-866,GB 2226694 A,Dispenser cathode and manufacturing method therefor,,CHOI JONG-SEO,EXPIRED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_samsung_electronic_cathode_electric_manufacture_thereof,188-882-342-535-933,GB 2236898 B,A cathode for an electric gun and a method of manufacture thereof,,LEE AN-SUB;;SOHN KYUNG-CHEON,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_samsung_electronic_cathode_electrode_electron_manufacturing_tube,006-339-811-076-246,GB 2227193 B,MANUFACTURING METHOD FOR ELECTRODE OF ELECTRON GUN OF CATHODE RAY TUBE,,HA TAE-GEUN,EXPIRED,medical_device,false,Deduped patent family (2 of 2 records); review scope and naming.
