case_id,display_name,target,indication,opportunity_type,company,slater_invested,development_stage,required_roles,required_specialties,clinical_tags,target_timeline_weeks,budget_ceiling_usd,capital_gap_usd,ri_institution,ri_ip_source,ri_notes,ri_physician_lead,conflict_tags,llm_inferred_label,llm_label_method,source_type,mocked,confidence_0_1
auto_tyco_fire_cold_environment_installation_installing_sprinkl,METHOD INSTALLING DRY SPRINKLER INSTALLATION COLD Technology Platform Opportunity,A METHOD OF INSTALLING A DRY SPRINKLER INSTALLATION IN A COLD ENVIRONMENT AND A ,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:015-148-678-493-212,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,METHOD INSTALLING DRY SPRINKLER INSTALLATION COLD Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_composites_bindefastg_relse_vindturbinebladkomponent,BINDEFASTG RELSE TIL VINDTURBINEBLADKOMPONENT Technology Platform Opportunity,BINDEFASTGØRELSE TIL VINDTURBINEBLADKOMPONENT,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:175-135-941-368-03X,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,BINDEFASTG RELSE TIL VINDTURBINEBLADKOMPONENT Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_composites_fremgangsm_ndteringssystem_vindturbinebladsh,VINDTURBINEBLADSH NDTERINGSSYSTEM FREMGANGSM Technology Platform Opportunity,VINDTURBINEBLADSHÅNDTERINGSSYSTEM OG FREMGANGSMÅDE,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:070-317-678-121-442,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,VINDTURBINEBLADSH NDTERINGSSYSTEM FREMGANGSM Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_composites_ling_opvarmning_overflade_skekanaler_vakuumpose,OPVARMNING AFK LING OVERFLADE VINDTURBINEFORM VED Technology Platform Opportunity,OPVARMNING OG AFKØLING AF B-OVERFLADE PÅ VINDTURBINEFORM VED HJÆLP AF VAKUUMPOSE,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:073-769-089-095-684,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,OPVARMNING AFK LING OVERFLADE VINDTURBINEFORM VED Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_composites_caps_llerotorblade_positioneringsprofiler_pultru,POSITIONERINGSPROFILER TIL PULTRUDERINGER SPAR CAPS TIL Technology Platform Opportunity,POSITIONERINGSPROFILER TIL PULTRUDERINGER I SPAR CAPS TIL VINDMØLLEROTORBLADE,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:052-685-626-091-460,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,POSITIONERINGSPROFILER TIL PULTRUDERINGER SPAR CAPS TIL Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_temple_university_antibiotic_compounds,Antibiotic compounds Therapeutic Opportunity,Antibiotic compounds,RI technology opportunity from patent corpus,therapeutic,TBD,false,validation,reviewer|advisor|investigator,oncology|hospital medicine|clinical pharmacology,clinical_pharmacology|medical_oncology,20,400000,1200000,Rhode Island ecosystem,lens:010-667-859-507-655,Deduped patent family (2 of 4 records); review scope and naming.,TBD,,Antibiotic compounds Therapeutic Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_veroscience_bromocriptine_formulations_improved,IMPROVED BROMOCRIPTINE FORMULATIONS Technology Platform Opportunity,IMPROVED BROMOCRIPTINE FORMULATIONS,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:194-309-084-284-267,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,IMPROVED BROMOCRIPTINE FORMULATIONS Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_veroscience_bromocriptin_forbedrede_formuleringer,FORBEDREDE FORMULERINGER BROMOCRIPTIN Technology Platform Opportunity,FORBEDREDE FORMULERINGER AF BROMOCRIPTIN,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:065-710-519-484-369,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,FORBEDREDE FORMULERINGER BROMOCRIPTIN Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_veroscience_disorders_metabolic,COMPOSITION AND METHOD FOR TREATING METABOLIC Technology Platform Opportunity,COMPOSITION AND METHOD FOR TREATING METABOLIC DISORDERS,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:086-032-375-957-439,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,COMPOSITION AND METHOD FOR TREATING METABOLIC Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_veroscience_behandling_fremgangsm_sammens_stofskiftesygdomme,Sammens tning fremgangsm til behandling stofskiftesygdomme Technology Platform Opportunity,Sammensætning og fremgangsmåde til behandling af stofskiftesygdomme,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:105-430-677-501-657,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Sammens tning fremgangsm til behandling stofskiftesygdomme Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_roger_williams_encoding_highly_homologous_multiple_polypeptides,Viral vectors encoding multiple highly homologous Technology Platform Opportunity,Viral vectors encoding multiple highly homologous non-viral polypeptides and the,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:037-317-430-918-515,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,Viral vectors encoding multiple highly homologous Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_roger_williams_immunization_situ,situ immunization Technology Platform Opportunity,In situ immunization,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:112-058-982-746-20X,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,situ immunization Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_medy_botulinumtoksin_lyofiliseret_parat,LYOFILISERET PARAT BOTULINUMTOKSIN Technology Platform Opportunity,LYOFILISERET PRÆPARAT AF BOTULINUMTOKSIN,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:093-833-900-976-43X,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,LYOFILISERET PARAT BOTULINUMTOKSIN Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_medy_botul_composi_estabilidade_farmac_melhorada_nica,composi quida farmac utica toxina botul Technology Platform Opportunity,composição líquida farmacêutica de toxina botulínica com estabilidade melhorada,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:188-667-071-619-673,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,composi quida farmac utica toxina botul Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_medy_botulinum_lyophilized_preparation_toxin,LYOPHILIZED PREPARATION BOTULINUM TOXIN Technology Platform Opportunity,LYOPHILIZED PREPARATION OF BOTULINUM TOXIN,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:191-047-673-670-629,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,LYOPHILIZED PREPARATION BOTULINUM TOXIN Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_massachusetts_institute_cells_control_endothelial_optogenetic,Optogenetic control endothelial cells Technology Platform Opportunity,Optogenetic control of endothelial cells,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:175-249-300-601-175,Deduped patent family (2 of 4 records); review scope and naming.,TBD,,Optogenetic control endothelial cells Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_american_power_alta_energia_fases,ups alta energia fases Technology Platform Opportunity,ups de alta energia de três fases,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:109-456-327-850-313,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,ups alta energia fases Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_american_power_aparelho_fonte_para_sistema_todo,aparelho sistema todo para uma fonte Technology Platform Opportunity,"aparelho, sistema e método para uma fonte ups",RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:191-381-162-249-377,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,aparelho sistema todo para uma fonte Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_american_power_calibration_converters_current_parallel_power_se,CALIBRATION CURRENT SENSORS PARALLEL POWER CONVERTERS Technology Platform Opportunity,CALIBRATION OF CURRENT SENSORS IN PARALLEL POWER CONVERTERS,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:156-930-406-571-945,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,CALIBRATION CURRENT SENSORS PARALLEL POWER CONVERTERS Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_american_power_bipolares_carregador_entradas_isolado,carregador isolado com entradas bipolares Technology Platform Opportunity,carregador não isolado com entradas bipolares,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:010-738-968-129-273,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,carregador isolado com entradas bipolares Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_women_infants_angiogenesis_cancer_compounds_nitrofuran,Nitrofuran compounds for the treatment cancer Therapeutic Opportunity,Nitrofuran compounds for the treatment of cancer and angiogenesis,RI technology opportunity from patent corpus,therapeutic,TBD,false,validation,reviewer|advisor|investigator,oncology|hospital medicine|clinical pharmacology,clinical_pharmacology|medical_oncology,20,400000,1200000,Rhode Island ecosystem,lens:069-246-031-417-663,Deduped patent family (2 of 4 records); review scope and naming.,TBD,,Nitrofuran compounds for the treatment cancer Therapeutic Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_gtech_corp_arpajaisasiamiehen_inen_liitetty_pelaajak_tteese,Pelaajak ytt inen arpajaisasiamiehen tteeseen liitetty Technology Platform Opportunity,Pelaajakäyttöinen arpajaisasiamiehen päätteeseen liitetty voitontarkistaja,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:178-125-404-200-047,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Pelaajak ytt inen arpajaisasiamiehen tteeseen liitetty Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_gtech_corp_after_checking_print_printer_quality_read_write,PRINTER WITH READ AFTER WRITE PRINT Technology Platform Opportunity,PRINTER WITH READ-AFTER-WRITE/PRINT QUALITY CHECKING,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:056-589-352-903-745,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,PRINTER WITH READ AFTER WRITE PRINT Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_gtech_corp_drum_feed_form_linear_reader_scanner,FORM READER WITH LINEAR CCD SCANNER Technology Platform Opportunity,FORM READER WITH LINEAR CCD SCANNER AND DRUM FEED,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:146-727-922-862-232,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,FORM READER WITH LINEAR CCD SCANNER Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_gtech_corp_agent_smartcards_terminal_transfer_using_wagerin,WAGERING SYSTEM USING SMARTCARDS FOR TRANSFER Technology Platform Opportunity,WAGERING SYSTEM USING SMARTCARDS FOR TRANSFER OF AGENT TERMINAL DATA,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:088-005-162-501-998,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,WAGERING SYSTEM USING SMARTCARDS FOR TRANSFER Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
